dataset,code,name
BOP,BEFPDGAA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Accumulation of Arrears, Euros"
BOP,BEFPDGAA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Accumulation of Arrears, US Dollars"
BOP,BEFPDGAA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Accumulation of Arrears, National Currency"
BOP,BEFPDGCAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, Interest/Coupon, Euros"
BOP,BEFPDGCAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDGCAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDGCAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, Principal, Euros"
BOP,BEFPDGCAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, Principal, US Dollars"
BOP,BEFPDGCAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, Principal, National Currency"
BOP,BEFPDGCA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, Euros"
BOP,BEFPDGCA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, US Dollars"
BOP,BEFPDGCA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Cancellation of Arrears, National Currency"
BOP,BEFPDGNS_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Issues of New Securities, Euros"
BOP,BEFPDGNS_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Issues of New Securities, US Dollars"
BOP,BEFPDGNS_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Issues of New Securities, National Currency"
BOP,BEFPDGPB_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Prepayment/Buyback, Euros"
BOP,BEFPDGPB_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Prepayment/Buyback, US Dollars"
BOP,BEFPDGPB_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Prepayment/Buyback, National Currency"
BOP,BEFPDGRAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, Interest/Coupon, Euros"
BOP,BEFPDGRAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDGRAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDGRAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, Principal, Euros"
BOP,BEFPDGRAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, Principal, US Dollars"
BOP,BEFPDGRAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, Principal, National Currency"
BOP,BEFPDGRA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, Euros"
BOP,BEFPDGRA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, US Dollars"
BOP,BEFPDGRA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Repayment of Arrears, National Currency"
BOP,BEFPDGRPI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, Interest/Coupon, Euros"
BOP,BEFPDGRPI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, Interest/Coupon, US Dollars"
BOP,BEFPDGRPI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, Interest/Coupon, National Currency"
BOP,BEFPDGRPP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, Principal, Euros"
BOP,BEFPDGRPP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, Principal, US Dollars"
BOP,BEFPDGRPP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, Principal, National Currency"
BOP,BEFPDGRP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, Euros"
BOP,BEFPDGRP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, US Dollars"
BOP,BEFPDGRP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Payments Due in Current Reporting Period, National Currency"
BOP,BEFPDGSAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, Interest/Coupon, Euros"
BOP,BEFPDGSAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDGSAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDGSAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, Principal, Euros"
BOP,BEFPDGSAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, Principal, US Dollars"
BOP,BEFPDGSAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, Principal, National Currency"
BOP,BEFPDGSA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, Euros"
BOP,BEFPDGSA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, US Dollars"
BOP,BEFPDGSA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Rescheduling of Arrears, National Currency"
BOP,BEFPDG_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, Euros"
BOP,BEFPDG_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, US Dollars"
BOP,BEFPDG_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, General Government, National Currency"
BOP,BEFPDOAAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Interest/Coupon, Euros"
BOP,BEFPDOAAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDOAAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDOAAPI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Penalty Interest, Euros"
BOP,BEFPDOAAPI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Penalty Interest, US Dollars"
BOP,BEFPDOAAPI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Penalty Interest, National Currency"
BOP,BEFPDOAAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Principal, Euros"
BOP,BEFPDOAAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Principal, US Dollars"
BOP,BEFPDOAAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Principal, National Currency"
BOP,BEFPDOAA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, Euros"
BOP,BEFPDOAA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, US Dollars"
BOP,BEFPDOAA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Accumulation of Arrears, National Currency"
BOP,BEFPDOCAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, Interest/Coupon, Euros"
BOP,BEFPDOCAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDOCAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDOCAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, Principal, Euros"
BOP,BEFPDOCAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, Principal, US Dollars"
BOP,BEFPDOCAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, Principal, National Currency"
BOP,BEFPDOCA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, Euros"
BOP,BEFPDOCA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, US Dollars"
BOP,BEFPDOCA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Sectors, Cancellation of Arrears, National Currency"
BOP,BEFPDOFAAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Interest/Coupon, Euros"
BOP,BEFPDOFAAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDOFAAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDOFAAPI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Penalty Interest, Euros"
BOP,BEFPDOFAAPI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Penalty Interest, US Dollars"
BOP,BEFPDOFAAPI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Penalty Interest, National Currency"
BOP,BEFPDOFAAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Principal, Euros"
BOP,BEFPDOFAAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Principal, US Dollars"
BOP,BEFPDOFAAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Principal, National Currency"
BOP,BEFPDOFAA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, Euros"
BOP,BEFPDOFAA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, US Dollars"
BOP,BEFPDOFAA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Accumulation of Arrears, National Currency"
BOP,BEFPDOFCAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, Interest/Coupon, Euros"
BOP,BEFPDOFCAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDOFCAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDOFCAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, Principal, Euros"
BOP,BEFPDOFCAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, Principal, US Dollars"
BOP,BEFPDOFCAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, Principal, National Currency"
BOP,BEFPDOFCA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, Euros"
BOP,BEFPDOFCA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, US Dollars"
BOP,BEFPDOFCA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Cancellation of Arrears, National Currency"
BOP,BEFPDOFNS_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Issues of New Securities, Euros"
BOP,BEFPDOFNS_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Issues of New Securities, US Dollars"
BOP,BEFPDOFNS_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Issues of New Securities, National Currency"
BOP,BEFPDOFPB_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Prepayment/Buyback, Euros"
BOP,BEFPDOFPB_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Prepayment/Buyback, US Dollars"
BOP,BEFPDOFPB_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Prepayment/Buyback, National Currency"
BOP,BEFPDOFRAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, Interest/Coupon, Euros"
BOP,BEFPDOFRAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDOFRAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDOFRAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, Principal, Euros"
BOP,BEFPDOFRAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, Principal, US Dollars"
BOP,BEFPDOFRAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, Principal, National Currency"
BOP,BEFPDOFRA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, Euros"
BOP,BEFPDOFRA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, US Dollars"
BOP,BEFPDOFRA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Repayment of Arrears, National Currency"
BOP,BEFPDOFRPI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, Interest/Coupon, Euros"
BOP,BEFPDOFRPI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, Interest/Coupon, US Dollars"
BOP,BEFPDOFRPI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, Interest/Coupon, National Currency"
BOP,BEFPDOFRPP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, Principal, Euros"
BOP,BEFPDOFRPP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, Principal, US Dollars"
BOP,BEFPDOFRPP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, Principal, National Currency"
BOP,BEFPDOFRP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, Euros"
BOP,BEFPDOFRP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, US Dollars"
BOP,BEFPDOFRP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Payments Due in Current Reporting Period, National Currency"
BOP,BEFPDOFSAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, Interest/Coupon, Euros"
BOP,BEFPDOFSAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDOFSAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDOFSAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, Principal, Euros"
BOP,BEFPDOFSAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, Principal, US Dollars"
BOP,BEFPDOFSAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, Principal, National Currency"
BOP,BEFPDOFSA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, Euros"
BOP,BEFPDOFSA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, US Dollars"
BOP,BEFPDOFSA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Rescheduling of Arrears, National Currency"
BOP,BEFPDOF_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, Euros"
BOP,BEFPDOF_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, US Dollars"
BOP,BEFPDOF_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Other Financial Corporations, National Currency"
BOP,BEFPDONFAAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Interest/Coupon, Euros"
BOP,BEFPDONFAAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDONFAAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDONFAAPI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Penalty Interest, Euros"
BOP,BEFPDONFAAPI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Penalty Interest, US Dollars"
BOP,BEFPDONFAAPI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Penalty Interest, National Currency"
BOP,BEFPDONFAAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Principal, Euros"
BOP,BEFPDONFAAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Principal, US Dollars"
BOP,BEFPDONFAAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Principal, National Currency"
BOP,BEFPDONFAA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, Euros"
BOP,BEFPDONFAA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, US Dollars"
BOP,BEFPDONFAA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Accumulation of Arrears, National Currency"
BOP,BEFPDONFCAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, Interest/Coupon, Euros"
BOP,BEFPDONFCAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDONFCAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDONFCAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, Principal, Euros"
BOP,BEFPDONFCAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, Principal, US Dollars"
BOP,BEFPDONFCAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, Principal, National Currency"
BOP,BEFPDONFCA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, Euros"
BOP,BEFPDONFCA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, US Dollars"
BOP,BEFPDONFCA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Cancellation of Arrears, National Currency"
BOP,BEFPDONFNS_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Issues of New Securities, Euros"
BOP,BEFPDONFNS_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Issues of New Securities, US Dollars"
BOP,BEFPDONFNS_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Issues of New Securities, National Currency"
BOP,BEFPDONFPB_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Prepayment/Buyback, Euros"
BOP,BEFPDONFPB_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Prepayment/Buyback, US Dollars"
BOP,BEFPDONFPB_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Prepayment/Buyback, National Currency"
BOP,BEFPDONFRAI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, Interest/Coupon, Euros"
BOP,BEFPDONFRAI_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, Interest/Coupon, US Dollars"
BOP,BEFPDONFRAI_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, Interest/Coupon, National Currency"
BOP,BEFPDONFRAP_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, Principal, Euros"
BOP,BEFPDONFRAP_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, Principal, US Dollars"
BOP,BEFPDONFRAP_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, Principal, National Currency"
BOP,BEFPDONFRA_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, Euros"
BOP,BEFPDONFRA_BP6_USD,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, US Dollars"
BOP,BEFPDONFRA_BP6_XDC,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Repayment of Arrears, National Currency"
BOP,BEFPDONFRPI_BP6_EUR,"Exceptional Financing, Portfolio Investment - Liabilities, Debt Securities, Nonfinancial Corporations, Households, NPISHs, Rescheduling of Payments Due in Current Reporting Period, Interest/Coupon, Euros"
